# TODO-324 re-check queue (BUG-330 fallout). Generated by tools/_todo324_scan.py
class	run	lb	ppm	corr	conf	commentary_says_distinct	audit_disagrees	fp_linked	sec_subthreshold	has_analysis
AT-RISK-UNCORROBORATED	20260709_190306_1995-10-18	LB-03736	-61400	0.008	4.99	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260709_190306_1995-10-18	LB-05400	+60900	0.009	2.05	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260709_191559_1995-10-24	LB-01501	+13547	0.002	1.40	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260709_191559_1995-10-24	LB-13371	+24832	0.004	2.73	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260709_192026_1995-10-25	LB-02494	+27361	0.004	2.84	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260709_192026_1995-10-25	LB-00017	+13068	0.023	1.24	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260709_201952_1995-12-09	LB-10427	-1541	0.048	3.33	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260709_205209_1995-12-14	LB-09605	+10427	0.003	3.52	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260709_205806_1995-12-15	LB-14413	+28181	0.013	2.84	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260709_212251_1995-12-17	LB-06894	-4000	0.010	1.18	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260709_212251_1995-12-17	LB-09825	-18900	0.002	3.85	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260709_212251_1995-12-17	LB-05164	-23763	0.016	2.00	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260709_213856_1997-04-10	LB-02961	+8200	0.003	1.61	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260709_223205_1997-04-24	LB-02881	-218	0.018	1.33	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260709_223348_1997-04-25	LB-10765	+4229	0.002	1.97	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260709_223741_1997-04-27	LB-01992	-13800	0.006	1.06	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_001255_1997-08-23	LB-12886	+9000	0.003	2.69	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_015554_1997-11-02	LB-10582	-8578	0.004	3.64	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_022421_1997-11-12	LB-12795	-28906	0.003	4.65	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_022421_1997-11-12	LB-15133	-42065	0.003	1.41	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_023232_1997-12-01	LB-05113	+29800	0.013	1.79	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_045131_1998-06-27	LB-04453	+9000	0.004	2.10	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_051241_1998-07-01	LB-06949	-59538	0.009	2.84	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_052120_1998-07-04	LB-12142	+13422	0.011	1.73	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_052120_1998-07-04	LB-15446	+26900	0.031	1.22	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_053242_1998-07-05	LB-07058	+643	0.013	2.57	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_053619_1998-07-06	LB-16428	+68288	0.003	3.78	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_055726_1998-08-26	LB-02563	-22200	0.007	4.29	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_060304_1998-09-05	LB-02819	+10468	0.005	1.81	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_060737_1998-09-08	LB-02822	+724	0.013	2.24	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_060907_1998-09-10	LB-02828	-30657	0.006	3.63	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_061038_1998-09-12	LB-02837	+29668	0.004	2.62	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_061203_1998-09-22	LB-03991	+33600	0.004	1.42	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_063208_1998-10-22	LB-05432	+31063	0.006	5.14	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_063334_1998-10-23	LB-05911	-27804	0.062	1.30	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_065955_1998-11-01	LB-15143	+9049	0.004	1.69	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_065955_1998-11-01	LB-04230	-33265	0.031	1.99	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_071451_1999-01-28	LB-12197	+31353	0.004	2.06	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_072851_1999-02-01	LB-14359	-5769	0.029	2.78	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_073216_1999-02-02	LB-01760	-10800	0.004	1.56	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_073924_1999-02-06	LB-10643	+29882	0.023	3.86	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_073924_1999-02-06	LB-06274	-1028	0.051	2.27	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_075316_1999-02-13	LB-04797	+6400	0.013	2.04	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_091010_1999-04-14	LB-12938	+34611	0.008	1.74	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_093018_1999-04-19	LB-14929	+25542	0.003	1.45	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_094303_1999-04-22	LB-09266	+12769	0.009	4.01	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_094303_1999-04-22	LB-06055	-18412	0.008	3.21	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_095354_1999-04-23	LB-02762	+3879	0.006	1.20	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_100620_1999-04-25	LB-10685	+49858	0.004	2.61	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_100620_1999-04-25	LB-02583	+11200	0.003	1.38	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_103720_1999-05-02	LB-12969	+3389	0.016	1.80	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_111956_1999-06-13	LB-12718	-59500	0.003	1.84	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_114846_1999-06-16	LB-14986	-538	0.004	2.68	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_115803_1999-06-18	LB-04715	+39391	0.004	1.64	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_115803_1999-06-18	LB-06952	+14725	0.058	1.43	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_115803_1999-06-18	LB-04113	+57971	0.013	3.19	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_115803_1999-06-18	LB-07271	+41750	0.002	1.65	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_124346_1999-07-13	LB-09656	+33088	0.004	2.77	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_131201_1999-07-28	LB-02970	+10861	0.006	2.67	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_131518_1999-07-30	LB-09995	-2874	0.104	2.22	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_131518_1999-07-30	LB-07200	+38000	0.008	3.00	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_133217_1999-09-04	LB-15158	-12000	0.006	2.62	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_133217_1999-09-04	LB-16077	-13000	0.006	1.53	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_133952_1999-09-05	LB-13556	-21925	0.003	5.39	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_133952_1999-09-05	LB-05079	-60243	0.003	2.88	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_143114_1999-10-29	LB-10680	+18554	0.003	2.83	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_144010_1999-10-30	LB-15781	+7899	0.029	1.46	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_144709_1999-10-31	LB-15136	+37486	0.008	1.77	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_153251_1999-11-10	LB-00037	-18900	0.003	2.38	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_153251_1999-11-10	LB-04634	-25358	0.041	1.93	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_153251_1999-11-10	LB-03766	-28282	0.036	2.17	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_154909_1999-11-13	LB-01479	-1242	0.052	2.49	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_154909_1999-11-13	LB-02763	+61500	0.003	1.89	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_160911_1999-11-15	LB-10546	+5790	0.063	4.16	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_160911_1999-11-15	LB-10547	+23499	0.094	1.66	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_162710_1999-11-18	LB-14072	+47462	0.003	1.53	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_200615_2000-03-12	LB-13151	-21222	0.005	2.73	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_201220_2000-03-14	LB-06898	+15855	0.004	2.01	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_201432_2000-03-15	LB-13930	-40758	0.005	4.29	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_205514_2000-03-19	LB-05695	-28222	0.008	2.23	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_205646_2000-03-20	LB-02525	-57800	0.017	1.06	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_211123_2000-03-27	LB-08623	+27910	0.009	1.09	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_211616_2000-03-29	LB-03502	-43819	0.005	2.31	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_212053_2000-03-31	LB-08293	-46507	0.007	1.90	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_212053_2000-03-31	LB-14494	-12144	0.005	3.04	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_212741_2000-04-04	LB-11261	+10126	0.012	1.25	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_213327_2000-04-06	LB-02075	-1669	0.010	2.08	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_214049_2000-05-06	LB-14989	+13150	0.011	3.02	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_214635_2000-05-08	LB-06323	+34880	0.014	5.69	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_215514_2000-05-09	LB-09055	+27485	0.024	1.93	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_221029_2000-05-12	LB-01155	-4150	0.008	1.55	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_221029_2000-05-12	LB-10803	+17830	0.018	2.97	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_221029_2000-05-12	LB-05085	-424	0.018	4.39	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_221029_2000-05-12	LB-11479	+40938	0.005	1.68	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_221029_2000-05-12	LB-04619	+20674	0.018	1.75	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_222357_2000-05-18	LB-03970	+700	0.009	2.46	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260710_230620_2000-05-27	LB-13270	-49030	0.063	3.69	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_230620_2000-05-27	LB-15176	-10394	0.028	1.56	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_232017_2000-05-30	LB-05822	-14293	0.037	2.59	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_232017_2000-05-30	LB-13271	-3255	0.037	2.37	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_232017_2000-05-30	LB-05825	+14412	0.050	2.61	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260710_232017_2000-05-30	LB-15020	+25041	0.017	1.82	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_000622_2000-06-21	LB-13152	-18589	0.012	1.67	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_001937_2000-06-23	LB-13153	-2207	0.023	1.60	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_001937_2000-06-23	LB-11331	+23173	0.071	1.86	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_002653_2000-06-24	LB-13154	+1826	0.012	1.63	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_003331_2000-06-25	LB-15177	-28257	0.005	5.80	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_003905_2000-06-29	LB-03936	+7766	0.010	2.45	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_004213_2000-06-30	LB-13164	-17678	0.008	2.42	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_010846_2000-07-14	LB-07006	+26300	0.005	1.16	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_010846_2000-07-14	LB-07023	-43700	0.006	2.37	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_011221_2000-07-15	LB-00030	+34718	0.015	2.18	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_011221_2000-07-15	LB-14925	+16699	0.005	5.56	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_011221_2000-07-15	LB-14926	+19688	0.012	1.22	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_015721_2000-07-28	LB-06508	-29325	0.006	1.94	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_020423_2000-07-30	LB-03566	+10683	0.044	2.30	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_021334_2000-09-14	LB-04288	+25200	0.005	1.01	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_023856_2000-09-19	LB-00051	-24382	0.019	2.00	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_024126_2000-09-20	LB-11665	-13255	0.083	2.31	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_032028_2000-09-25	LB-09721	+25900	0.025	1.04	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_032611_2000-09-27	LB-10656	-10000	0.013	1.67	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_033658_2000-09-29	LB-05718	+12696	0.005	2.17	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_033658_2000-09-29	LB-00052	+6800	0.014	2.45	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_034828_2000-10-02	LB-15123	+24709	0.020	3.57	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_035837_2000-10-03	LB-00985	+10423	0.011	2.77	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_035837_2000-10-03	LB-09544	-1800	0.022	2.21	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_041641_2000-10-29	LB-09519	+16886	0.005	1.58	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_041641_2000-10-29	LB-06589	+32284	0.039	1.33	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_043328_2000-11-02	LB-06609	-263	0.014	4.14	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_043949_2000-11-05	LB-00031	-29289	0.018	3.56	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_044810_2000-11-10	LB-05301	+10838	0.041	1.42	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_044940_2000-11-11	LB-03170	+15849	0.007	1.76	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_044940_2000-11-11	LB-05311	+63260	0.004	2.43	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_045558_2000-11-13	LB-15152	+36109	0.022	1.39	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_045558_2000-11-13	LB-03272	-3791	0.003	2.39	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_051652_2000-11-19	LB-07079	+36536	0.009	1.93	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_051652_2000-11-19	LB-02232	+41631	0.014	3.31	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_051652_2000-11-19	LB-06533	+14900	0.013	2.90	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_052321_2002-01-31	LB-09056	-65570	0.006	1.67	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_052727_2002-02-01	LB-08427	-723	0.011	1.87	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_054006_2002-02-02	LB-08429	-52400	0.004	1.40	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_060223_2002-02-10	LB-15782	+20067	0.170	1.70	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_063104_2002-02-17	LB-14940	+8284	0.005	2.88	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_063104_2002-02-17	LB-10038	-6225	0.027	2.36	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_063940_2002-02-22	LB-09745	-61397	0.027	1.41	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_063940_2002-02-22	LB-10039	-34900	0.042	3.57	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_065152_2002-02-23	LB-08777	-37908	0.009	1.23	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_065801_2002-02-24	LB-10849	+23749	0.006	2.17	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_073449_2002-04-08	LB-00287	+1195	0.047	2.11	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_073449_2002-04-08	LB-14903	+16891	0.006	1.89	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_074033_2002-04-09	LB-00101	+21187	0.024	1.64	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_074033_2002-04-09	LB-04514	-384	0.006	2.37	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_074555_2002-04-11	LB-05277	-15956	0.016	1.55	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_082712_2002-04-13	LB-10853	+4868	0.043	1.26	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_082712_2002-04-13	LB-11563	+14300	0.009	1.05	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_082712_2002-04-13	LB-05284	+5068	0.024	1.06	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_084517_2002-04-15	LB-08319	-580	0.049	2.53	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_084517_2002-04-15	LB-05287	-7841	0.022	2.10	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_085231_2002-04-16	LB-05293	-8419	0.021	2.76	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_085231_2002-04-16	LB-04846	-15015	0.060	2.89	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_091629_2002-04-19	LB-02045	+19554	0.008	4.93	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_091629_2002-04-19	LB-02049	+5743	0.018	2.30	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_091629_2002-04-19	LB-10068	+357	0.018	1.80	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_091629_2002-04-19	LB-15265	+34329	0.007	1.23	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_095456_2002-04-24	LB-05312	-1054	0.019	2.44	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_100538_2002-04-25	LB-00275	-1575	0.135	1.57	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_100538_2002-04-25	LB-14939	+4890	0.026	5.18	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_100538_2002-04-25	LB-10074	-1585	0.135	2.04	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_102107_2002-04-27	LB-00261	-5492	0.042	1.12	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_102107_2002-04-27	LB-02769	+25956	0.019	1.40	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_102107_2002-04-27	LB-15187	+251	0.080	2.30	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_112706_2002-05-02	LB-10886	+64105	0.004	1.30	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_113621_2002-05-04	LB-11630	-55915	0.024	2.21	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_121723_2002-05-08	LB-15125	+12153	0.006	2.46	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_121723_2002-05-08	LB-05248	+39612	0.009	1.87	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_122605_2002-05-09	LB-00068	+20954	0.005	2.23	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_122605_2002-05-09	LB-00280	+58275	0.003	2.07	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_123241_2002-05-10	LB-11640	-9475	0.005	1.32	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_123241_2002-05-10	LB-15126	-7589	0.042	4.40	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_124307_2002-05-11	LB-00172	-22989	0.006	3.78	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_124307_2002-05-11	LB-00271	+31425	0.020	1.97	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_124307_2002-05-11	LB-00842	+12863	0.020	1.49	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_124307_2002-05-11	LB-15127	-2056	0.071	2.37	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_125256_2002-05-12	LB-00171	+46602	0.043	2.36	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_125256_2002-05-12	LB-00835	+81021	0.023	4.54	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_125256_2002-05-12	LB-11643	+68776	0.043	5.62	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_125256_2002-05-12	LB-08858	-16400	0.023	1.50	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_131238_2002-08-03	LB-15128	-11351	0.051	2.14	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_131238_2002-08-03	LB-00066	+43115	0.011	1.33	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_131238_2002-08-03	LB-00613	+76721	0.033	2.97	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_131238_2002-08-03	LB-15129	+70885	0.011	1.44	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_131238_2002-08-03	LB-03194	+20600	0.006	1.72	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_133200_2002-08-04	LB-00087	-3516	0.005	1.95	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_133200_2002-08-04	LB-00786	+33300	0.007	1.06	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_134717_2002-08-08	LB-00772	+31473	0.003	1.43	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_135936_2002-08-13	LB-00753	+4951	0.004	4.05	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_142923_2002-08-21	LB-07223	+5600	0.006	4.41	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_142949_1997-11-11	(no LB)	-3031	0.062	1.81	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_142949_1997-11-11	LB-09394	-3108	0.128	1.76	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_143956_2002-08-22	LB-10689	+855	0.119	1.88	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_144855_2002-08-28	LB-00682	+3900	0.005	3.39	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_150304_2002-10-04	LB-01248	-4376	0.008	2.00	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_152622_2002-10-08	LB-11765	-15835	0.146	5.06	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_154756_2002-10-11	LB-05316	+34398	0.046	1.76	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_154756_2002-10-11	LB-07269	+74043	0.003	1.86	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_154756_2002-10-11	LB-00743	+35026	0.123	1.48	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_162348_2002-10-12	LB-05318	-417	0.021	3.34	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_162348_2002-10-12	LB-00847	+4818	0.121	1.15	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_162348_2002-10-12	LB-01251	+30419	0.116	1.77	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_162348_2002-10-12	LB-00674	+7518	0.034	1.95	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_165651_2002-10-13	LB-13808	-27076	0.054	3.54	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_165651_2002-10-13	LB-13809	-47867	0.081	1.74	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_165651_2002-10-13	LB-05322	-21150	0.032	4.59	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_165651_2002-10-13	LB-03520	+53100	0.008	2.48	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_173200_2002-10-15	LB-13167	+53812	0.009	2.80	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_174612_2002-10-20	LB-02418	-2371	0.008	1.58	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_174612_2002-10-20	LB-15577	+40641	0.025	2.07	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_182933_2002-11-02	LB-05565	-9443	0.080	1.10	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_183222_2002-11-03	LB-00760	-17834	0.013	2.85	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_183624_2002-11-05	LB-00831	-42300	0.009	1.48	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_183624_2002-11-05	LB-00832	+5735	0.057	1.64	False	0	False	False	True
AT-RISK-UNCORROBORATED	20260711_184608_2002-11-07	LB-09410	+20066	0.088	1.77	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260711_184608_2002-11-07	LB-01010	+6065	0.091	2.35	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260712_182245_2002-11-08	LB-04657	-1485	0.051	2.20	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260712_184538_2002-11-11	LB-01599	-7963	0.002	4.29	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260712_184538_2002-11-11	LB-00736	-9696	0.009	1.73	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260712_184538_2002-11-11	LB-05692	-24461	0.117	1.86	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260712_185955_2002-11-13	LB-00745	+41224	0.021	3.52	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260712_185955_2002-11-13	LB-00787	+45167	0.021	1.64	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260712_185955_2002-11-13	LB-01315	+43232	0.019	1.42	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260712_185955_2002-11-13	LB-06069	+43700	0.011	3.55	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260712_191536_2002-11-15	LB-02033	-6765	0.030	1.25	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260712_191536_2002-11-15	LB-10838	-31124	0.049	2.38	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260712_191536_2002-11-15	LB-00754	-35472	0.047	1.63	False	0	False	False	False
AT-RISK-UNCORROBORATED	20260712_191536_2002-11-15	LB-05161	-34745	0.009	1.87	False	0	False	False	False
